"Q1","Q3","total_features","percent_leq_zero","percent_above_threshold","mean_features_above_threshold","sd_features_above_threshold"
-2.79197482378929e-05,0.000169634056815218,23450,51.4584221748401,2.53304904051173,59.4,13.2430275155562
